correctedSentence,originalSentence,elongated,caps,sentenceLength,sentenceWordLength,spellDelta,charNGrams,wordNGrams,hashtag,url,atUser,#,@,E,",",~,U,A,D,!,N,P,O,R,&,L,Z,^,V,$,G,T,X,S,Y,M,langFam,lang,user
its complicated,Its complicated?,0,0,2,7.0,0.0,"[(('i', 't', 's'), 1), (('t', 's', ' '), 1), (('s', ' ', 'c'), 1), ((' ', 'c', 'o'), 1), (('c', 'o', 'm'), 1)]","[(('its', 'complicated'), 1)]",['Adinamoskrikosgr'],[],[],1,0,0,50.0,0,0,50.0,0,0,0,0,0,0,0,50.0,0,0,0,0,0,0,0,0,0,0,Greek,Greek, 
black eyed peas,Black.... Eyed peas ,1,0,3,4.333333333333333,0.0,"[(('b', 'l', 'a'), 1), (('l', 'a', 'c'), 1), (('a', 'c', 'k'), 1), (('c', 'k', ' '), 1), (('k', ' ', 'e'), 1)]","[(('black', 'eyed'), 1), (('eyed', 'peas'), 1)]",['adinamoskrikosgr'],[],[],1,0,0,33.33333333333333,0,0,33.33333333333333,0,0,33.33333333333333,0,0,0,0,0,0,0,33.33333333333333,0,0,0,0,0,0,0,Greek,Greek, 
going through,"Going through 
",0,0,2,6.0,0.0,"[(('g', 'o', 'i'), 1), (('o', 'i', 'n'), 1), (('i', 'n', 'g'), 1), (('n', 'g', ' '), 1), (('g', ' ', 't'), 1)]","[(('going', 'through'), 1)]",['adinamoskrikosgr'],[],[],1,0,0,0,0,0,0,0,0,0,50.0,0,0,0,0,0,0,50.0,0,0,0,0,0,0,0,Greek,Greek, 
show off,show off ,0,0,2,3.5,0.0,"[(('s', 'h', 'o'), 1), (('h', 'o', 'w'), 1), (('o', 'w', ' '), 1), (('w', ' ', 'o'), 1), ((' ', 'o', 'f'), 1)]","[(('show', 'off'), 1)]",['adinamoskrikosgr'],[],[],1,0,0,0,0,0,0,0,0,50.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Greek,Greek, 
how dare you,"How dare you
 ",0,0,3,3.3333333333333335,0.16666666666666666,"[(('h', 'o', 'w'), 1), (('o', 'w', ' '), 1), (('w', ' ', 'd'), 1), ((' ', 'd', 'a'), 1), (('d', 'a', 'r'), 1)]","[(('how', 'dare'), 1), (('dare', 'you'), 1)]",['adinamoskrikosgr'],['https://t.co/lJj0nqe6mO'],[],1,0,0,0,0,1,0,0,0,0,0,33.33333333333333,33.33333333333333,0,0,0,0,33.33333333333333,0,0,0,0,0,0,0,Greek,Greek, 
hahaha,Hahaha!  ,0,0,1,6.0,1.0,"[(('h', 'a', 'h'), 2), (('a', 'h', 'a'), 2)]",[],['adinamoskrikosgr'],['https://t.co/IHMJhn30j1'],[],1,0,0,100.0,0,1,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Greek,Greek, 
airrrr ball,Airrrr ball ,1,0,2,5.0,0.75,"[(('r', 'r', 'r'), 2), (('a', 'i', 'r'), 1), (('i', 'r', 'r'), 1), (('r', 'r', ' '), 1), (('r', ' ', 'b'), 1)]","[(('airrrr', 'ball'), 1)]",['adinamoskrikosgr'],[],[],1,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Greek,Greek, 
20 bank,20 bank! ,0,0,2,3.0,0.5,"[(('2', '0', ' '), 1), (('0', ' ', 'b'), 1), ((' ', 'b', 'a'), 1), (('b', 'a', 'n'), 1), (('a', 'n', 'k'), 1)]","[(('20', 'bank'), 1)]",['adinamoskrikosgr'],[],[],1,0,0,50.0,0,0,0,0,0,50.0,0,0,0,0,0,0,0,0,50.0,0,0,0,0,0,0,Greek,Greek, 
black eyed peas,Black eyed peas ,0,0,3,4.333333333333333,0.0,"[(('b', 'l', 'a'), 1), (('l', 'a', 'c'), 1), (('a', 'c', 'k'), 1), (('c', 'k', ' '), 1), (('k', ' ', 'e'), 1)]","[(('black', 'eyed'), 1), (('eyed', 'peas'), 1)]",['adinamoskrikosgr'],[],[],1,0,0,0,0,0,33.33333333333333,0,0,66.66666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Greek,Greek, 
better love,"Better love 
Better love ",0,0,2,5.0,0.25,"[(('b', 'e', 't'), 1), (('e', 't', 't'), 1), (('t', 't', 'e'), 1), (('t', 'e', 'r'), 1), (('e', 'r', ' '), 1)]","[(('better', 'love'), 2), (('love', 'better'), 1)]",['adinamoskrikosgr'],[],[],1,0,0,0,0,0,100.0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Greek,Greek, 
sweet child pooh mine,Sweet child oooh mine.  ,1,0,4,4.5,0.375,"[(('s', 'w', 'e'), 1), (('w', 'e', 'e'), 1), (('e', 'e', 't'), 1), (('e', 't', ' '), 1), (('t', ' ', 'c'), 1)]","[(('sweet', 'child'), 1), (('child', 'oooh'), 1), (('oooh', 'mine'), 1)]",['adinamoskrikosgr'],[],[],1,0,0,25.0,0,0,25.0,0,25.0,25.0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Greek,Greek, 
power rangers,Power Rangers ,0,0,2,6.0,0.0,"[(('p', 'o', 'w'), 1), (('o', 'w', 'e'), 1), (('w', 'e', 'r'), 1), (('e', 'r', ' '), 1), (('r', ' ', 'r'), 1)]","[(('power', 'rangers'), 1)]",['adinamoskrikosgr'],[],[],1,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Greek,Greek, 
o macron,O Macron  ,0,0,2,3.5,0.25,"[(('o', ' ', 'm'), 1), ((' ', 'm', 'a'), 1), (('m', 'a', 'c'), 1), (('a', 'c', 'r'), 1), (('c', 'r', 'o'), 1)]","[(('o', 'macron'), 1)]",['adinamoskrikosgr'],['https://t.co/41jtltIrob'],[],1,0,0,0,0,1,0,0,50.0,0,0,0,0,0,0,0,50.0,0,0,0,0,0,0,0,0,Greek,Greek, 
respect, respect ,0,0,1,7.0,0.0,"[(('r', 'e', 's'), 1), (('e', 's', 'p'), 1), (('s', 'p', 'e'), 1), (('p', 'e', 'c'), 1), (('e', 'c', 't'), 1)]",[],['adinamoskrikosgr'],[],['@christosroukos'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,Greek,Greek, 
guess my age,guess my age  ,0,0,3,3.3333333333333335,0.0,"[(('g', 'u', 'e'), 1), (('u', 'e', 's'), 1), (('e', 's', 's'), 1), (('s', 's', ' '), 1), (('s', ' ', 'm'), 1)]","[(('guess', 'my'), 1), (('my', 'age'), 1)]",['adinamoskrikosgr'],[],[],1,0,0,0,0,0,0,33.33333333333333,0,33.33333333333333,0,0,0,0,0,0,0,33.33333333333333,0,0,0,0,0,0,0,Greek,Greek, 
bank,Bank Bank.. ,0,0,1,4.0,0.0,"[(('b', 'a', 'n'), 1), (('a', 'n', 'k'), 1)]","[(('bank', 'bank'), 1)]",['adinamoskrikosgr'],[],[],1,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,Greek,Greek, 
any owners,Any  owners? ,0,0,2,4.5,0.0,"[(('a', 'n', 'y'), 1), (('n', 'y', ' '), 1), (('y', ' ', 'o'), 1), ((' ', 'o', 'w'), 1), (('o', 'w', 'n'), 1)]","[(('any', 'owners'), 1)]","['crypto', 'adinamoskrikosgr']",[],[],2,0,0,50.0,0,0,0,50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Greek,Greek, 
game of thrones,Game of thrones  ,0,0,3,4.333333333333333,0.0,"[(('g', 'a', 'm'), 1), (('a', 'm', 'e'), 1), (('m', 'e', ' '), 1), (('e', ' ', 'o'), 1), ((' ', 'o', 'f'), 1)]","[(('game', 'of'), 1), (('of', 'thrones'), 1)]",['adinamoskrikosgr'],[],[],1,0,0,0,0,0,0,0,0,66.66666666666666,33.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Greek,Greek, 
karma is a bitch,"Karma is a bitch! 
",0,0,4,3.25,0.125,"[(('k', 'a', 'r'), 1), (('a', 'r', 'm'), 1), (('r', 'm', 'a'), 1), (('m', 'a', ' '), 1), (('a', ' ', 'i'), 1)]","[(('karma', 'is'), 1), (('is', 'a'), 1), (('a', 'bitch'), 1)]",['adinamoskrikosgr'],[],[],1,0,0,25.0,0,0,0,25.0,0,25.0,0,0,0,0,0,0,25.0,25.0,0,0,0,0,0,0,0,Greek,Greek, 
game,Game  ,0,0,1,4.0,0.0,"[(('g', 'a', 'm'), 1), (('a', 'm', 'e'), 1)]",[],['adinamoskrikosgr'],[],[],1,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Greek,Greek, 
gaul walker,Paul walker  ,0,0,2,5.0,0.75,"[(('g', 'a', 'u'), 1), (('a', 'u', 'l'), 1), (('u', 'l', ' '), 1), (('l', ' ', 'w'), 1), ((' ', 'w', 'a'), 1)]","[(('paul', 'walker'), 1)]",['adinamoskrikosgr'],[],[],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,Greek,Greek, 
all you need to know about olympiacos amp pack meeting in the knockout rounds of the creek cup,All you need to know about Olympiacos &amp; PAOK meeting in the knockout rounds of the Greek Cup   ,0,1,18,4.277777777777778,0.2777777777777778,"[((' ', 'k', 'n'), 2), (('k', 'n', 'o'), 2), (('o', 'u', 't'), 2), (('u', 't', ' '), 2), ((' ', 't', 'h'), 2)]","[(('all', 'you'), 1), (('you', 'need'), 1), (('need', 'to'), 1), (('to', 'know'), 1), (('know', 'about'), 1)]",['PAOKOLY'],['https://t.co/Nm1D6rWMDV'],[],1,0,0,0,0,1,0,11.11111111111111,0,11.11111111111111,22.22222222222222,5.555555555555555,0,5.555555555555555,0,0,22.22222222222222,16.666666666666664,0,0,0,5.555555555555555,0,0,0,Greek,Greek, 
josip mimic casually ripping a clean volley to equalize after pack trailed olympiacos 0 2 inside 10 minutes pack won 3 2,"Josip Misic casually ripping a CLEAN volley to equalize after PAOK trailed Olympiacos 0-2 inside 10 minutes 

PAOK won 3-2!  
 ",0,3,22,4.5,0.45454545454545453,"[((' ', 'm', 'i'), 2), (('u', 'a', 'l'), 2), ((' ', 'p', 'a'), 2), (('p', 'a', 'c'), 2), (('a', 'c', 'k'), 2)]","[(('josip', 'misic'), 1), (('misic', 'casually'), 1), (('casually', 'ripping'), 1), (('ripping', 'a'), 1), (('a', 'clean'), 1)]",['PAOKOLY'],['https://t.co/jsinKnTtxX'],[],1,0,0,4.545454545454546,0,1,4.545454545454546,4.545454545454546,0,9.090909090909092,13.636363636363637,0,4.545454545454546,0,0,0,22.72727272727273,18.181818181818183,13.636363636363637,0,0,0,0,0,0,Greek,Greek, 
error 404 tweets not found," ERROR 404 - TWEET NOT FOUND 
 ",0,5,5,4.4,0.4,"[(('e', 'r', 'r'), 1), (('r', 'r', 'o'), 1), (('r', 'o', 'r'), 1), (('o', 'r', ' '), 1), (('r', ' ', '4'), 1)]","[(('error', '404'), 1), (('404', 'tweet'), 1), (('tweet', 'not'), 1), (('not', 'found'), 1)]",['PAOKoly'],['https://t.co/xQWhpmFTux'],[],1,0,0,20.0,0,1,0,0,0,20.0,0,0,20.0,0,0,0,0,40.0,20.0,0,0,0,0,0,0,Greek,Greek, 
ft pack 3 olympiakos 2 crazy start to the game with 4 goals in the first 12 minutes things settled and pack gained the lead with a penalty midway through the second half and ghats how it finished,"FT: PAOK 3 - Olympiakos 2

Crazy start to the game with 4 goals in the first 12 minutes. Things settled and PAOK gained the lead with a penalty midway through the second half and thats how it finished. 

 ",0,2,38,4.157894736842105,0.2894736842105263,"[((' ', 't', 'h'), 6), (('t', 'h', 'e'), 4), (('h', 'e', ' '), 4), (('n', 'd', ' '), 3), ((' ', 'p', 'a'), 2)]","[(('ft', 'paok'), 1), (('paok', '3'), 1), (('3', 'olympiakos'), 1), (('olympiakos', '2'), 1), (('2', 'crazy'), 1)]",['PAOKOLY'],['https://t.co/arHUdw9Nta'],[],1,0,0,10.526315789473683,0,1,7.894736842105262,13.157894736842104,0,18.421052631578945,13.157894736842104,2.631578947368421,5.263157894736842,5.263157894736842,2.631578947368421,0,7.894736842105262,13.157894736842104,10.526315789473683,0,0,0,0,0,0,Greek,Greek, 
is it a sign that am old when my team starts players for a derby that are younger than i am,"Is it a sign that Im old when my team starts players for a derby that are younger than I am? 

",0,0,21,3.380952380952381,0.26190476190476186,"[(('t', ' ', 'a'), 3), ((' ', 't', 'h'), 3), (('t', 'h', 'a'), 3), ((' ', 'a', ' '), 2), (('h', 'a', 't'), 2)]","[(('is', 'it'), 1), (('it', 'a'), 1), (('a', 'sign'), 1), (('sign', 'that'), 1), (('that', 'im'), 1)]",['PAOKOLY'],[],[],1,0,0,4.761904761904762,0,0,9.523809523809524,14.285714285714285,0,19.047619047619047,19.047619047619047,9.523809523809524,4.761904761904762,0,4.761904761904762,0,0,19.047619047619047,0,0,0,0,0,0,0,Greek,Greek, 
one city one team,One city. One team.  ,0,0,4,3.5,0.0,"[(('o', 'n', 'e'), 2), (('n', 'e', ' '), 2), (('e', ' ', 'c'), 1), ((' ', 'c', 'i'), 1), (('c', 'i', 't'), 1)]","[(('one', 'city'), 1), (('city', 'one'), 1), (('one', 'team'), 1)]",['PAOKOLY'],['https://t.co/wmReKcbV8d'],[],1,0,0,50.0,0,1,0,0,0,50.0,0,0,0,0,0,0,0,0,50.0,0,0,0,0,0,0,Greek,Greek, 
come ooooonnnnnn, Come ooooonnnnnn!!!!   ,1,0,2,7.5,2.5,"[(('n', 'n', 'n'), 4), (('o', 'o', 'o'), 3), (('c', 'o', 'm'), 1), (('o', 'm', 'e'), 1), (('m', 'e', ' '), 1)]","[(('come', 'ooooonnnnnn'), 1)]","['Photos', 'PAOKOLY', 'GreekCup']",['https://t.co/PiUXQRuH7y'],[],3,0,0,50.0,0,1,0,0,0,0,50.0,0,0,0,0,0,0,50.0,0,0,0,0,0,0,0,Greek,Greek, 
its official i give up,"Its official, i give up!  ",0,0,5,3.6,0.1,"[(('i', 't', 's'), 1), (('t', 's', ' '), 1), (('s', ' ', 'o'), 1), ((' ', 'o', 'f'), 1), (('o', 'f', 'f'), 1)]","[(('its', 'official'), 1), (('official', 'i'), 1), (('i', 'give'), 1), (('give', 'up'), 1)]",['PAOKoly'],['https://t.co/PwnM223V66'],[],1,0,0,40.0,0,1,20.0,0,0,0,0,20.0,0,0,20.0,0,0,20.0,0,0,20.0,0,0,0,0,Greek,Greek, 
guillerme,Guillerme.  ,0,0,1,9.0,1.0,"[(('g', 'u', 'i'), 1), (('u', 'i', 'l'), 1), (('i', 'l', 'l'), 1), (('l', 'l', 'e'), 1), (('l', 'e', 'r'), 1)]",[],['paokoly'],['https://t.co/90nK4pHwXQ'],[],1,0,0,100.0,0,1,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,Greek,Greek, 
warm up before the fight,Warmup before the... fight    ,1,0,5,4.0,2.25,"[(('w', 'a', 'r'), 1), (('a', 'r', 'm'), 1), (('r', 'm', ' '), 1), (('m', ' ', 'u'), 1), ((' ', 'u', 'p'), 1)]","[(('warmup', 'before'), 1), (('before', 'the'), 1), (('the', 'fight'), 1)]","['PAOK', 'NeverGiveUp', 'PAOKOLY']",['https://t.co/qihW4DxC8N'],[],3,0,0,20.0,0,1,0,20.0,0,20.0,20.0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,Greek,Greek, 
olympiacos fans seem to be in a rather cheery cocky mood tonight now that they don t need to be spreading any conspiracy theories they can focus on dick size get the microscope out boys,"Olympiacos fans seem to be in a rather cheery cocky mood tonight. Now that they don't need to be spreading any conspiracy theories they can focus on dick size.
Get the microscope out boys.
",0,0,35,4.314285714285714,0.2571428571428571,"[(('t', 'h', 'e'), 5), ((' ', 't', 'h'), 5), ((' ', 't', 'o'), 3), (('y', ' ', 'c'), 3), (('t', 'o', ' '), 2)]","[(('to', 'be'), 2), (('olympiacos', 'fans'), 1), (('fans', 'seem'), 1), (('seem', 'to'), 1), (('be', 'in'), 1)]",['paokoly'],[],[],1,0,0,8.571428571428571,0,0,5.714285714285714,8.571428571428571,0,25.714285714285715,17.142857142857142,5.714285714285714,5.714285714285714,0,0,0,2.857142857142857,25.714285714285715,0,0,0,0,0,0,0,Greek,Greek, 
this guy about to keep a clean sheet at pack on his club debut aged 17 get in paidiaki,"This guy about to keep a clean sheet at PAOK on his club debut aged 17 

Get in paidiaki 

 ",0,1,19,3.5789473684210527,0.42105263157894735,"[(('h', 'i', 's'), 2), (('i', 's', ' '), 2), (('u', 't', ' '), 2), ((' ', 'c', 'l'), 2), (('e', 't', ' '), 2)]","[(('this', 'guy'), 1), (('guy', 'about'), 1), (('about', 'to'), 1), (('to', 'keep'), 1), (('keep', 'a'), 1)]",['PAOKOLY'],['https://t.co/5FTweEl5To'],[],1,0,0,0,0,1,5.263157894736842,15.789473684210524,0,26.31578947368421,26.31578947368421,0,0,0,0,0,5.263157894736842,15.789473684210524,5.263157894736842,0,0,0,0,0,0,Greek,Greek, 
can t watch because am working but it looks like has been a hell of a match so far 2 2 45 is massive two away goals at toumba will do wonders for us,"Cant watch because Im working but it looks like  has been a hell of a match so far. 2-2 45 is massive, two away goals at Toumba will do wonders for us.",0,0,34,3.3823529411764706,2.3484848484848486,"[(('a', 't', 'c'), 2), (('t', 'c', 'h'), 2), (('c', 'h', ' '), 2), ((' ', 'b', 'e'), 2), ((' ', 'w', 'o'), 2)]","[(('cant', 'watch'), 1), (('watch', 'because'), 1), (('because', 'im'), 1), (('im', 'working'), 1), (('working', 'but'), 1)]",['PAOKOLY'],[],[],1,0,0,8.823529411764705,0,0,2.941176470588235,5.88235294117647,0,8.823529411764705,14.705882352941176,5.88235294117647,8.823529411764705,2.941176470588235,2.941176470588235,0,2.941176470588235,29.41176470588235,8.823529411764705,0,0,0,0,0,0,Greek,Greek, 
twitter search 0 2,"Twitter search "" 0-2""",0,0,4,3.75,0.375,"[(('t', 'w', 'i'), 1), (('w', 'i', 't'), 1), (('i', 't', 't'), 1), (('t', 't', 'e'), 1), (('t', 'e', 'r'), 1)]","[(('twitter', 'search'), 1), (('search', '0'), 1), (('0', '2'), 1)]",['PAOKoly'],[],[],1,0,0,50.0,0,0,0,0,0,25.0,0,0,0,0,0,0,25.0,0,25.0,0,0,0,0,0,0,Greek,Greek, 
what happened to all the cock talk from the dock jocks that s why you should wait till the fat lady sings fuck faces go back to smallville amp catch some anchovies,"What happened to all the cock talk from the dock jocks. 
That's why you should wait till the fat lady sings fuckfaces. Go back to smallville &amp; catch some anchovies.
",0,0,32,4.125,0.967741935483871,"[((' ', 't', 'h'), 4), (('c', 'k', ' '), 4), (('a', 't', ' '), 3), (('t', 'h', 'e'), 3), (('h', 'e', ' '), 3)]","[(('what', 'happened'), 1), (('happened', 'to'), 1), (('to', 'all'), 1), (('all', 'the'), 1), (('the', 'cock'), 1)]",['paokoly'],[],[],1,0,0,9.375,0,0,3.125,12.5,0,18.75,12.5,6.25,6.25,3.125,3.125,0,3.125,21.875,0,0,0,3.125,0,0,0,Greek,Greek, 
just saw the highlights 1 tzolakis didn look bad at all id even go as far to say he looked more assured than paschalakis but that inst saying much 2 that penalty against semedo was very harsh arms were at his side and he want even looking at the ball,"Just saw the highlights.

1) Tzolakis didnt look bad at all, Id even go as far to say he looked more assured than Paschalakis, but that isnt saying much.

2) That penalty against Semedo was very harsh. Arms were at his side and he wasnt even looking at the ball.

",0,0,50,4.02,0.3,"[((' ', 't', 'h'), 5), (('a', 't', ' '), 5), (('h', 'e', ' '), 4), (('s', 't', ' '), 3), (('t', ' ', 's'), 3)]","[(('just', 'saw'), 1), (('saw', 'the'), 1), (('the', 'highlights'), 1), (('highlights', '1'), 1), (('1', 'tzolakis'), 1)]",['PAOKOLY'],[],[],1,0,0,16.0,0,0,6.0,10.0,0,10.0,12.0,6.0,14.0,4.0,2.0,0,6.0,26.0,4.0,0,0,0,0,0,0,Greek,Greek, 
69 polkas converts the penalty 3 2,69' Pelkas converts the penalty. 3-2. ,0,0,7,4.0,0.4285714285714286,"[(('6', '9', ' '), 1), (('9', ' ', 'p'), 1), ((' ', 'p', 'o'), 1), (('p', 'o', 'l'), 1), (('o', 'l', 'k'), 1)]","[(('69', 'pelkas'), 1), (('pelkas', 'converts'), 1), (('converts', 'the'), 1), (('the', 'penalty'), 1), (('penalty', '3'), 1)]",['PAOKOLY'],[],[],1,0,0,42.857142857142854,0,0,0,14.285714285714285,0,14.285714285714285,0,0,0,0,0,0,14.285714285714285,14.285714285714285,28.57142857142857,0,0,0,0,0,0,Greek,Greek, 
where you at nothing to post where is that fucking arrogance that u were showing like two months ago bow to the greatest club in greece, where you at? Nothing to post? Where is that fucking arrogance that u were showing like two months ago? Bow to the greatest club in Greece.  ,0,0,26,4.230769230769231,0.11538461538461539,"[(('e', 'r', 'e'), 3), (('r', 'e', ' '), 3), (('a', 't', ' '), 3), (('i', 'n', 'g'), 3), (('n', 'g', ' '), 3)]","[(('where', 'you'), 1), (('you', 'at'), 1), (('at', 'nothing'), 1), (('nothing', 'to'), 1), (('to', 'post'), 1)]",['paokoly'],[],['@alainb_'],1,0,0,15.384615384615385,0,0,3.8461538461538463,3.8461538461538463,0,15.384615384615385,23.076923076923077,11.538461538461538,11.538461538461538,0,0,0,3.8461538461538463,23.076923076923077,3.8461538461538463,0,0,0,0,0,0,Greek,Greek, 
12 unbelievable it s all level mimic gets the fourth goal of the game in just the 12th minute 2 2,12' Unbelievable! It's all level. Misic gets the fourth goal of the game in just the 12th minute! 2-2. ,0,0,21,3.6666666666666665,0.3571428571428571,"[((' ', 't', 'h'), 3), (('t', 'h', 'e'), 3), (('h', 'e', ' '), 3), (('e', ' ', 'i'), 2), ((' ', 'm', 'i'), 2)]","[(('12', 'unbelievable'), 1), (('unbelievable', 'it'), 1), (('it', 's'), 1), (('s', 'all'), 1), (('all', 'level'), 1)]",['PAOKOLY'],[],[],1,0,0,23.80952380952381,0,0,9.523809523809524,19.047619047619047,0,19.047619047619047,9.523809523809524,0,4.761904761904762,0,4.761904761904762,0,4.761904761904762,4.761904761904762,14.285714285714285,0,0,0,0,0,0,Greek,Greek, 
amanda lear enigma give a bit of hmm to me," 

AMANDA LEAR - Enigma (Give a bit of hmm to me)
",0,2,10,3.3,0.25,"[(('a', 'm', 'a'), 1), (('m', 'a', 'n'), 1), (('a', 'n', 'd'), 1), (('n', 'd', 'a'), 1), (('d', 'a', ' '), 1)]","[(('amanda', 'lear'), 1), (('lear', 'enigma'), 1), (('enigma', 'give'), 1), (('give', 'a'), 1), (('a', 'bit'), 1)]",['paokoly'],['https://t.co/HvxpQXeMVE'],[],1,0,0,30.0,0,1,0,10.0,10.0,20.0,20.0,10.0,0,0,0,0,20.0,10.0,0,0,0,0,0,0,0,Greek,Greek, 
highlights of the midweek defeat to pack the reds went down 3 2 on the road in the first leg of the semi final," Highlights of the midweek defeat to PAOK. The Reds went down 3-2 on the road in the first leg of the  semi-final.  

",0,1,24,3.625,0.1875,"[((' ', 't', 'h'), 5), (('t', 'h', 'e'), 5), (('h', 'e', ' '), 5), (('i', 'g', 'h'), 2), ((' ', 'o', 'f'), 2)]","[(('of', 'the'), 2), (('highlights', 'of'), 1), (('the', 'midweek'), 1), (('midweek', 'defeat'), 1), (('defeat', 'to'), 1)]","['GreekCup', 'PAOKOLY']",['https://t.co/8pZHJ8ivF9'],[],2,0,0,8.333333333333332,0,1,8.333333333333332,20.83333333333333,0,20.83333333333333,20.83333333333333,0,4.166666666666666,0,0,0,8.333333333333332,4.166666666666666,4.166666666666666,0,0,0,0,0,0,Greek,Greek, 
valbuena scooped an incredible 72 of your votes to claim the award for the loss to fierce rivals pack,Valbuena scooped an incredible 72% of your votes to claim the  award for the  loss to fierce rivals PAOK.  ,0,1,19,4.368421052631579,0.23684210526315788,"[(('v', 'a', 'l'), 2), (('s', ' ', 't'), 2), ((' ', 't', 'o'), 2), (('t', 'o', ' '), 2), ((' ', 't', 'h'), 2)]","[(('valbuena', 'scooped'), 1), (('scooped', 'an'), 1), (('an', 'incredible'), 1), (('incredible', '72'), 1), (('72', 'of'), 1)]","['ThrylosWorldMOTM', 'GreekCup', 'PAOKOLY']",['https://t.co/zbyEWKza0L'],[],3,0,0,5.263157894736842,0,1,10.526315789473683,21.052631578947366,0,26.31578947368421,21.052631578947366,0,0,0,0,0,5.263157894736842,10.526315789473683,5.263157894736842,0,0,0,0,0,0,Greek,Greek, 
having earned a memorable win against in the head coach abel expressed his pride but pedro is still confident that his team will qualify,"Having earned a memorable win against  in the ,  head coach Abel  expressed his pride, but Pedro  is still confident that his team will qualify.   ",0,0,24,4.708333333333333,0.14583333333333334,"[(('i', 's', ' '), 3), (('e', 'd', ' '), 2), ((' ', 'w', 'i'), 2), (('i', 'n', ' '), 2), ((' ', 't', 'h'), 2)]","[(('having', 'earned'), 1), (('earned', 'a'), 1), (('a', 'memorable'), 1), (('memorable', 'win'), 1), (('win', 'against'), 1)]","['Olympiacos', 'GreekCup', 'PAOK', 'Ferreira', 'Martins', 'PAOKOLY']",['https://t.co/OA0A0N6lTV'],[],6,0,0,12.499999999999998,0,1,8.333333333333332,16.666666666666664,0,20.83333333333333,12.499999999999998,0,4.166666666666666,4.166666666666666,0,0,8.333333333333332,24.999999999999993,0,0,0,0,0,0,0,Greek,Greek, 
paschalakis card tendency to punch ball 20 handling 3 20,"Paschalakis  card:

Tendency To Punch Ball: 20/20
Handling: -3/20

",0,0,10,4.7,1.5363636363636364,"[((' ', '2', '0'), 2), (('p', 'a', 's'), 1), (('a', 's', 'c'), 1), (('s', 'c', 'h'), 1), (('c', 'h', 'a'), 1)]","[(('paschalakis', 'card'), 1), (('card', 'tendency'), 1), (('tendency', 'to'), 1), (('to', 'punch'), 1), (('punch', 'ball'), 1)]","['FM20', 'PAOKOLY']",[],[],2,0,0,30.0,0,0,0,0,0,30.0,10.0,0,0,0,0,0,10.0,20.0,20.0,0,0,0,0,0,0,Greek,Greek, 
got to admit this was the kind of match i would like to see over and over between these two teams passion thirst for the ball tackling penalties red cards goals posts action,"Got to admit this was the kind of match I would like to see over and over between these two teams. Passion, thirst for the ball, tackling, penalties, red cards, goals, posts, action!  ",0,0,33,4.2727272727272725,0.045454545454545456,"[((' ', 't', 'h'), 5), (('t', 'h', 'e'), 3), (('t', ' ', 't'), 2), ((' ', 't', 'o'), 2), (('t', 'o', ' '), 2)]","[(('got', 'to'), 1), (('to', 'admit'), 1), (('admit', 'this'), 1), (('this', 'was'), 1), (('was', 'the'), 1)]","['PAOKOLY', 'PAOK']",[],[],2,0,0,27.272727272727277,0,0,3.0303030303030303,9.09090909090909,0,33.333333333333336,18.181818181818183,6.0606060606060606,3.0303030303030303,3.0303030303030303,0,0,0,21.212121212121215,3.0303030303030303,0,0,0,0,0,0,Greek,Greek, 
paschal will never block,Pascha will never block.  ,0,0,4,5.25,0.375,"[(('p', 'a', 's'), 1), (('a', 's', 'c'), 1), (('s', 'c', 'h'), 1), (('c', 'h', 'a'), 1), (('h', 'a', 'l'), 1)]","[(('pascha', 'will'), 1), (('will', 'never'), 1), (('never', 'block'), 1)]","['PAOKoly', 'PAOK']",[],[],2,0,0,25.0,0,0,0,0,0,0,0,0,25.0,0,0,0,25.0,50.0,0,0,0,0,0,0,0,Greek,Greek, 
